data_year,state_name,total_agencies,participation_agencies,participating_agencies_pct,nibrs_participating_agencies,nibrs_participating_agencies,covered_agencies,covered_pct,total_population,nibrs_population
1986,Wisconsin,292,270,0.92,0,0,0,0,4817106,0
2008,District of Columbia,2,2,1.00,1,0.50,0,0,591833,0
2022,Maine,160,131,0.82,131,1.00,0,0,1449348,1384006
1968,Kentucky,208,131,0.63,0,0,0,0,3229000,0
1983,Colorado,264,220,0.83,0,0,1,0.00,3160502,0
2004,Kentucky,556,312,0.56,17,0.05,0,0,4174200,223440
1994,Oklahoma,350,284,0.81,0,0,0,0,3304148,0
1980,Louisiana,182,158,0.87,0,0,0,0,4214030,0
2022,Alabama,490,404,0.82,404,1.00,0,0,5088690,4519862
1962,Maine,87,78,0.90,0,0,0,0,1001733,0
1974,New Jersey,545,491,0.90,0,0,0,0,7347992,0
1974,Vermont,49,24,0.49,0,0,0,0,470000,0
1968,Louisiana,153,91,0.59,0,0,0,0,3972456,0
1960,Oklahoma,171,156,0.91,0,0,0,0,2346856,0
1988,Georgia,658,586,0.89,0,0,0,0,6449325,0
2008,California,769,729,0.95,0,0,0,0,36876276,0
2018,Maine,161,135,0.84,28,0.21,0,0,1393395,431978
1989,Minnesota,298,289,0.97,0,0,1,0.00,4369480,0
1985,New Hampshire,219,116,0.53,0,0,0,0,1134350,0
2020,Kentucky,593,427,0.72,427,1.00,0,0,4523678,4474051
1986,Wyoming,82,71,0.87,0,0,1,0.01,509376,0
2002,Oregon,279,166,0.59,2,0.01,0,0,3562454,52016
2009,Kentucky,503,353,0.70,350,0.99,0,0,4350981,3226985
1998,Maine,196,181,0.92,0,0,0,0,1274119,0
1967,Massachusetts,265,212,0.80,0,0,0,0,5440839,0
2003,Puerto Rico,1,0,0,0,0,0,0,0,0
2003,Colorado,272,194,0.71,136,0.70,0,0,4584627,2544555
1960,New Mexico,67,47,0.70,0,0,0,0,982964,0
2013,Utah,169,133,0.79,67,0.50,0,0,3102834,2192512
1987,Missouri,320,242,0.76,0,0,0,0,5174684,0
1985,Puerto Rico,2,0,0,0,0,0,0,0,0
1997,Montana,121,62,0.51,0,0,0,0,952476,0
2008,Delaware,70,53,0.76,53,1.00,1,0.02,892606,873092
2002,Missouri,593,569,0.96,0,0,0,0,5684884,0
1966,Texas,570,394,0.69,0,0,0,0,11014878,0
1997,Pennsylvania,1471,1041,0.71,0,0,0,0,12417352,0
2017,Iowa,274,242,0.88,242,1.00,0,0,3179051,3124751
2007,Puerto Rico,1,0,0,0,0,0,0,0,0
1973,Maine,106,84,0.79,0,0,0,0,1050945,0
1981,Iowa,232,224,0.97,0,0,0,0,2905854,0
1980,Virginia,405,384,0.95,0,0,0,0,5336555,0
1981,Michigan,754,658,0.87,0,0,0,0,9370270,0
2005,Missouri,632,589,0.93,0,0,3,0.01,5833568,0
1973,Ohio,433,346,0.80,0,0,0,0,10820724,0
2006,Tennessee,564,459,0.81,459,1.00,0,0,6049950,6036872
1968,Oklahoma,149,117,0.79,0,0,0,0,2288729,0
2006,New Hampshire,234,146,0.62,144,0.99,0,0,1369905,1022629
1960,New Jersey,318,275,0.86,0,0,0,0,6049690,0
1986,Kentucky,499,469,0.94,0,0,0,0,3740656,0
1985,North Carolina,698,404,0.58,0,0,1,0.00,6271897,0
1991,Kentucky,512,478,0.93,0,0,0,0,3731114,0
1997,Puerto Rico,1,0,0,0,0,0,0,0,0
1970,Georgia,276,121,0.44,0,0,0,0,4677127,0
1995,Canal Zone,0,0,0,0,0,0,0,0,0
2002,Washington,280,238,0.85,0,0,0,0,6093559,0
2018,Colorado,299,223,0.75,221,0.99,0,0,5754756,5665693
1967,West Virginia,123,60,0.49,0,0,0,0,1802434,0
1998,Illinois,945,6,0.01,1,0.17,0,0,12163478,145993
2017,Hawaii,5,4,0.80,0,0,0,0,1427538,0
2003,Arkansas,248,196,0.79,132,0.67,5,0.03,2773659,1511132
2010,Maryland,183,157,0.86,0,0,0,0,5949764,0
1991,North Dakota,105,85,0.81,71,0.84,0,0,646827,472247
1970,Iowa,206,167,0.81,0,0,0,0,2837692,0
1989,Missouri,319,246,0.77,0,0,1,0.00,5228852,0
1996,Vermont,81,54,0.67,21,0.39,0,0,597791,316132
2007,Alabama,439,298,0.68,11,0.04,0,0,4646319,186967
1964,North Carolina,212,154,0.73,0,0,0,0,4840183,0
1960,Wisconsin,204,179,0.88,0,0,0,0,4028618,0
2021,Missouri,716,492,0.69,492,1.00,3,0.01,6272493,5949133
2018,Minnesota,475,403,0.85,72,0.18,3,0.01,5942285,701758
2018,Oregon,297,228,0.77,222,0.97,0,0,4328893,4059957
1977,Canal Zone,1,0,0,0,0,0,0,44650,0
1984,Florida,739,703,0.95,0,0,0,0,11004237,0
2010,US Virgin Islands,2,0,0,0,0,0,0,0,0
1992,Oklahoma,348,284,0.82,0,0,0,0,3256265,0
1987,Mississippi,219,130,0.59,0,0,0,0,2642649,0
1984,Indiana,343,273,0.80,0,0,0,0,5511510,0
2003,Indiana,362,284,0.78,0,0,0,0,6214751,0
1984,Washington,219,183,0.84,0,0,0,0,4353466,0
1992,Tennessee,292,181,0.62,0,0,0,0,5039817,0
2009,South Carolina,535,480,0.90,480,1.00,0,0,4587263,4555488
1980,Indiana,343,295,0.86,0,0,0,0,5474534,0
1992,Colorado,272,234,0.86,1,0.00,0,0,3502092,30952
1990,Guam,1,0,0,0,0,0,0,0,0
1962,New Jersey,363,315,0.87,0,0,1,0.00,6267660,0
2013,Indiana,376,306,0.81,32,0.10,0,0,6582010,0
2010,Connecticut,122,104,0.85,79,0.76,0,0,3665941,2520941
1997,Guam,1,0,0,0,0,0,0,0,0
2008,South Carolina,535,491,0.92,490,1.00,0,0,4506037,4478308
1978,Utah,116,108,0.93,0,0,0,0,1320295,0
2000,Pennsylvania,1497,1006,0.67,0,0,3,0.00,12822219,0
1977,Virginia,394,373,0.95,0,0,0,0,5150259,0
2001,California,762,724,0.95,0,0,0,0,34608064,0
2006,Idaho,136,108,0.79,107,0.99,1,0.01,1514779,1464850
1978,New York,999,825,0.83,0,0,25,0.03,18961984,0
1970,Hawaii,14,12,0.86,0,0,0,0,772576,0
1999,Iowa,245,220,0.90,220,1.00,1,0.00,2890876,2781696
1980,Alabama,386,344,0.89,0,0,14,0.04,3881325,0
1966,Maine,103,82,0.80,0,0,0,0,1024903,0
1975,Washington,146,125,0.86,0,0,0,0,3561686,0
1994,California,833,741,0.89,0,0,0,0,31674969,0
2006,Iowa,249,226,0.91,225,1.00,0,0,3009709,2939766
2015,California,796,738,0.93,0,0,1,0.00,39315550,0
1994,South Carolina,381,324,0.85,324,1.00,1,0.00,3724575,3660502
1994,Iowa,240,220,0.92,220,1.00,0,0,2841718,2778238
1998,Delaware,66,54,0.82,0,0,0,0,764381,0
1998,Colorado,266,208,0.78,147,0.71,0,0,3995806,2298898
1965,Wyoming,44,38,0.86,0,0,0,0,347382,0
1992,Alabama,399,214,0.54,0,0,0,0,4209409,0
1995,Arkansas,226,190,0.84,0,0,0,0,2540304,0
1978,New Hampshire,227,119,0.52,0,0,3,0.03,995341,0
1983,South Carolina,314,216,0.69,0,0,0,0,3318478,0
1961,Hawaii,14,12,0.86,0,0,0,0,636977,0
1968,Idaho,78,69,0.88,0,0,0,0,709518,0
1965,Massachusetts,265,217,0.82,0,0,0,0,5367405,0
2015,Washington,313,264,0.84,227,0.86,0,0,7213197,6150785
2011,Delaware,70,55,0.79,55,1.00,1,0.02,923759,907135
2020,Alaska,50,33,0.66,0,0,0,0,736282,0
1969,Tennessee,178,81,0.46,0,0,0,0,4011724,0
2014,Pennsylvania,1832,1503,0.82,22,0.01,1,0.00,13516603,160062
1978,Tennessee,290,273,0.94,0,0,0,0,4370721,0
2020,District of Columbia,3,3,1.00,1,0.33,0,0,712816,0
1979,North Dakota,84,77,0.92,0,0,0,0,662498,0
1999,Utah,154,110,0.71,39,0.35,1,0.01,2242312,1142501
1999,Florida,524,454,0.87,0,0,0,0,15178289,0
1984,Ohio,590,448,0.76,0,0,0,0,10980343,0
1971,Puerto Rico,1,0,0,0,0,0,0,2689932,0
1976,Texas,711,620,0.87,0,0,1,0.00,12596066,0
2022,Missouri,719,498,0.69,498,1.00,0,0,6274931,6077481
2011,Vermont,95,86,0.91,86,1.00,0,0,636012,623400
1994,Indiana,347,246,0.71,0,0,0,0,5765827,0
1961,Missouri,259,227,0.88,0,0,0,0,4375435,0
2019,Wyoming,83,55,0.66,5,0.09,0,0,589800,43878
1982,Hawaii,17,5,0.29,0,0,0,0,1041835,0
2005,Idaho,135,106,0.79,106,1.00,7,0.07,1474282,1425914
2011,Rhode Island,50,49,0.98,47,0.96,0,0,1057719,1050252
2009,Tennessee,568,462,0.81,462,1.00,3,0.01,6312287,6296254
2006,New Jersey,597,516,0.86,0,0,1,0.00,8774169,0
2015,Tennessee,577,465,0.81,465,1.00,3,0.01,6617363,6600299
2004,Wyoming,79,63,0.80,0,0,0,0,512254,0
1990,New Hampshire,221,113,0.51,0,0,0,0,1257860,0
2009,Connecticut,122,104,0.85,77,0.74,0,0,3609641,2460980
1980,North Dakota,84,78,0.93,0,0,0,0,657335,0
1969,Oregon,114,106,0.93,0,0,0,0,2036124,0
1992,Puerto Rico,1,0,0,0,0,0,0,0,0
1984,New York,1031,796,0.77,0,0,0,0,18951381,0
2007,Rhode Island,49,48,0.98,46,0.96,0,0,1063980,1056809
2009,North Carolina,582,428,0.74,0,0,0,0,9421855,0
1961,Nevada,28,26,0.93,0,0,0,0,285278,0
1975,Maryland,141,129,0.91,0,0,0,0,4131406,0
2017,Georgia,792,545,0.69,0,0,0,0,10694367,0
1967,Wyoming,44,38,0.86,0,0,0,0,315000,0
2021,Wyoming,84,47,0.56,47,1.00,0,0,591049,450309
1987,Wisconsin,292,267,0.91,0,0,0,0,4840238,0
2017,Texas,1212,1021,0.84,162,0.16,0,0,28390038,5453832
1967,Connecticut,99,76,0.77,0,0,0,0,3040500,0
2006,New Mexico,126,104,0.83,0,0,0,0,1960013,0
1997,Iowa,242,221,0.91,221,1.00,0,0,2865360,2678855
2013,Oregon,288,214,0.74,72,0.34,1,0.00,3994787,1463796
1977,Connecticut,108,89,0.82,0,0,0,0,3183430,0
1971,Hawaii,14,3,0.21,0,0,0,0,791801,0
1971,Illinois,474,389,0.82,0,0,0,0,11216864,0
1965,Vermont,42,27,0.64,0,0,0,0,397263,0
1980,Iowa,232,227,0.98,0,0,0,0,2916690,0
1964,Wyoming,44,42,0.95,0,0,1,0.02,342992,0
1979,Guam,1,0,0,0,0,0,0,86926,0
1999,Minnesota,332,318,0.96,0,0,0,0,4823751,0
2010,Puerto Rico,1,0,0,0,0,0,0,0,0
2019,Alaska,50,33,0.66,0,0,0,0,736704,0
2002,Illinois,946,7,0.01,1,0.14,0,0,12671130,152307
2017,Maryland,198,154,0.78,1,0.01,1,0.01,6249375,1034920
1966,Idaho,77,68,0.88,0,0,0,0,716272,0
2007,Arkansas,297,273,0.92,241,0.88,1,0.00,2862582,2266275
1996,New Jersey,618,519,0.84,0,0,1,0.00,8037072,0
1994,Washington,249,222,0.89,0,0,0,0,5353950,0
1987,Arizona,122,92,0.75,0,0,0,0,3395685,0
1969,Illinois,456,364,0.80,0,0,0,0,11131362,0
2016,Kansas,452,349,0.77,342,0.98,0,0,3002385,2135487
2011,Hawaii,14,4,0.29,0,0,0,0,1495625,0
2022,Kansas,473,327,0.69,327,1.00,0,0,3035700,2675833
2013,Florida,783,614,0.78,0,0,0,0,19672665,0
1963,Iowa,203,194,0.96,0,0,1,0.01,2792207,0
1964,New Jersey,367,315,0.86,0,0,0,0,6739587,0
1986,Maine,144,135,0.94,0,0,0,0,1184338,0
1983,New Hampshire,219,113,0.52,0,0,1,0.01,1096524,0
1987,Pennsylvania,1381,1137,0.82,0,0,0,0,12287271,0
1987,North Dakota,86,75,0.87,0,0,0,0,680134,0
1990,Canal Zone,0,0,0,0,0,0,0,0,0
2003,Wyoming,79,62,0.78,0,0,0,0,506879,0
1991,Louisiana,186,104,0.56,0,0,0,0,4276163,0
1997,Rhode Island,54,45,0.83,0,0,0,0,992423,0
1975,Wyoming,52,40,0.77,0,0,0,0,388391,0
2021,American Samoa,1,0,0,0,0,0,0,0,0
1969,Massachusetts,267,214,0.80,0,0,0,0,5487846,0
1978,Idaho,112,100,0.89,0,0,0,0,898164,0
1999,Oklahoma,367,303,0.83,0,0,0,0,3405170,0
2012,Maryland,183,154,0.84,0,0,2,0.01,6067471,0
2022,Maryland,190,150,0.79,95,0.63,0,0,6366769,4898180
1975,West Virginia,264,258,0.98,0,0,0,0,1803000,0
2003,Virginia,438,395,0.90,395,1.00,0,0,7393288,7316166
1999,Vermont,84,61,0.73,42,0.69,0,0,602272,460446
1989,Pennsylvania,1386,1126,0.81,0,0,3,0.00,12452069,0
1989,Delaware,61,53,0.87,0,0,0,0,692488,0
2016,Arkansas,327,291,0.89,291,1.00,0,0,3005677,2960488
1996,Florida,748,94,0.13,0,0,0,0,14746642,0
1972,Vermont,49,27,0.55,0,0,0,0,462000,0
2001,New Hampshire,229,109,0.48,0,0,0,0,1325114,0
1969,West Virginia,123,51,0.41,0,0,0,0,1827916,0
1980,Idaho,113,103,0.91,0,0,0,0,960309,0
2022,Mariana Islands,1,0,0,0,0,0,0,0,0
2019,Mississippi,252,83,0.33,33,0.40,0,0,2977494,848118
2010,Mississippi,230,152,0.66,1,0.01,0,0,2968683,67793
1973,Nevada,33,27,0.82,0,0,1,0.04,548000,0
1975,Georgia,306,168,0.55,0,0,0,0,5016136,0
1992,New Hampshire,223,108,0.48,0,0,0,0,1257102,0
1990,North Carolina,724,447,0.62,0,0,0,0,6656486,0
1980,Utah,130,118,0.91,0,0,1,0.01,1486332,0
1999,Pennsylvania,1483,1000,0.67,0,0,0,0,12422113,0
1982,Utah,136,106,0.78,0,0,1,0.01,1581972,0
2015,West Virginia,468,261,0.56,261,1.00,0,0,1857282,1620162
1989,Maryland,179,154,0.86,0,0,0,0,4826741,0
2021,Alabama,484,381,0.79,381,1.00,0,0,5055712,4127939
2015,Arizona,148,114,0.77,4,0.04,0,0,6848298,441235
1987,New Jersey,617,521,0.84,0,0,0,0,7686328,0
1987,Alabama,392,274,0.70,0,0,0,0,4149862,0
1988,South Dakota,99,55,0.56,0,0,0,0,730011,0
1980,Nevada,36,33,0.92,0,0,0,0,800312,0
2011,Tennessee,571,464,0.81,464,1.00,34,0.07,6417953,6403353
1989,Texas,887,831,0.94,0,0,2,0.00,17103967,0
1988,New Mexico,113,75,0.66,0,0,0,0,1529411,0
2015,Maryland,193,154,0.80,0,0,0,0,6202009,0
2005,Florida,704,602,0.86,0,0,0,0,17883830,0
1987,Minnesota,298,288,0.97,0,0,0,0,4260244,0
2004,Canal Zone,0,0,0,0,0,0,0,0,0
2004,New Jersey,598,518,0.87,0,0,0,0,8750387,0
1981,Vermont,49,8,0.16,0,0,0,0,518784,0
2008,North Carolina,579,428,0.74,0,0,0,0,9257073,0
1985,Pennsylvania,1366,1153,0.84,0,0,1,0.00,12101429,0
1965,Oklahoma,173,143,0.83,0,0,1,0.01,2519225,0
1967,Maine,103,83,0.81,0,0,0,0,991397,0
1976,California,573,541,0.94,0,0,0,0,21717727,0
2000,South Carolina,487,391,0.80,390,1.00,0,0,4035045,4007782
2016,California,799,739,0.92,0,0,0,0,39421283,0
1963,Arkansas,141,94,0.67,0,0,0,0,1901985,0
2004,Louisiana,257,179,0.70,11,0.06,0,0,4561336,236776
1986,Washington,223,176,0.79,0,0,0,0,4466923,0
1983,Alaska,34,24,0.71,0,0,0,0,525359,0
2003,Illinois,946,7,0.01,1,0.14,0,0,12719599,151703
1982,Kentucky,492,469,0.95,0,0,0,0,3678626,0
1992,Minnesota,313,305,0.97,0,0,0,0,4496409,0
2010,Tennessee,571,467,0.82,467,1.00,2,0.00,6357852,6346105
1989,Alabama,395,260,0.66,0,0,0,0,4194689,0
1981,West Virginia,369,357,0.97,0,0,2,0.01,1954521,0
2004,Mississippi,224,138,0.62,0,0,0,0,2904176,0
2020,New Jersey,617,578,0.94,0,0,0,0,8941724,0
1985,Missouri,319,249,0.78,0,0,0,0,5101825,0
1973,Puerto Rico,1,0,0,0,0,0,0,2689932,0
2000,Illinois,948,6,0.01,1,0.17,0,0,12499777,150115
1980,Washington,198,182,0.92,0,0,0,0,4126721,0
1961,New Mexico,67,57,0.85,0,0,0,0,982964,0
1979,West Virginia,366,358,0.98,0,0,0,0,1878427,0
1972,South Dakota,97,65,0.67,0,0,0,0,689693,0
1998,Idaho,139,120,0.86,117,0.98,0,0,1264195,1224865
1966,Iowa,205,182,0.89,0,0,0,0,2781707,0
2020,Delaware,78,62,0.79,62,1.00,0,0,1002682,986809
2022,Connecticut,126,107,0.85,107,1.00,0,0,3682043,3626205
1985,Connecticut,115,101,0.88,0,0,0,0,3242075,0
2002,Connecticut,119,101,0.85,57,0.56,0,0,3541286,1377166
2019,Michigan,852,646,0.76,638,0.99,2,0.00,10408876,9968870
1988,Pennsylvania,1379,1117,0.81,0,0,0,0,12399175,0
1977,Maryland,171,158,0.92,0,0,0,0,4195930,0
1994,Illinois,947,56,0.06,1,0.02,0,0,11868943,143373
2000,Rhode Island,56,48,0.86,0,0,0,0,1054364,0
2014,Hawaii,15,4,0.27,0,0,0,0,1543705,0
2001,Arkansas,233,196,0.84,2,0.01,0,0,2752264,57661
2011,Washington,306,266,0.87,170,0.64,0,0,6868877,3040156
1980,Maryland,181,166,0.92,0,0,0,0,4266122,0
1974,Virginia,283,206,0.73,0,0,0,0,4941832,0
1982,Delaware,57,50,0.88,0,0,4,0.08,603669,0
1985,New Mexico,123,75,0.61,0,0,0,0,1463117,0
1980,Georgia,529,432,0.82,0,0,0,0,5431039,0
1984,Montana,114,75,0.66,0,0,0,0,889032,0
2003,Montana,122,77,0.63,0,0,0,0,987421,0
1984,Texas,834,779,0.93,0,0,2,0.00,16115527,0
1992,Guam,1,0,0,0,0,0,0,0,0
1996,Kentucky,559,12,0.02,0,0,0,0,3894939,0
1975,Hawaii,17,8,0.47,0,0,0,0,896842,0
2009,Vermont,95,87,0.92,87,1.00,0,0,631334,617666
2020,Connecticut,127,107,0.84,105,0.98,1,0.01,3613442,3488526
1995,District of Columbia,1,1,1.00,0,0,0,0,554000,0
1965,Michigan,289,264,0.91,0,0,2,0.01,8186269,0
2002,Montana,122,75,0.61,0,0,0,0,981132,0
2015,Texas,1178,1013,0.86,75,0.07,0,0,27555914,3705254
1972,Guam,1,1,1.00,0,0,0,0,86926,0
2006,Maine,184,167,0.91,10,0.06,0,0,1361204,185164
1982,New Hampshire,228,115,0.50,0,0,0,0,1062106,0
1961,Kansas,197,186,0.94,0,0,1,0.01,2189131,0
2022,Iowa,302,228,0.75,228,1.00,0,0,3241839,2968878
1978,Delaware,55,51,0.93,0,0,0,0,583354,0
2020,South Carolina,512,410,0.80,410,1.00,0,0,5245185,5201874
1960,California,415,378,0.91,0,0,0,0,16190816,0
1978,California,605,576,0.95,0,0,0,0,22380357,0
1970,North Dakota,68,61,0.90,0,0,0,0,617761,0
1973,South Dakota,97,62,0.64,0,0,0,0,695748,0
1974,Michigan,579,499,0.86,0,0,2,0.00,9225973,0
1999,West Virginia,441,255,0.58,255,1.00,7,0.03,1826649,1527326
1975,Guam,1,0,0,0,0,0,0,86926,0
2011,Ohio,867,657,0.76,512,0.78,0,0,11753515,8204276
2003,Louisiana,256,181,0.71,7,0.04,0,0,4542081,116218
1983,Oregon,278,257,0.92,0,0,0,0,2668934,0
1976,North Dakota,76,72,0.95,0,0,0,0,645850,0
2002,Virginia,439,396,0.90,396,1.00,0,0,7300583,7234922
1963,Texas,568,467,0.82,0,0,1,0.00,10589201,0
1976,New York,819,747,0.91,0,0,1,0.00,19252864,0
1969,Georgia,276,118,0.43,0,0,0,0,4728515,0
1984,Georgia,543,442,0.81,0,0,0,0,5874774,0
1966,Delaware,17,12,0.71,0,0,0,0,520955,0
1994,Alaska,39,28,0.72,0,0,0,0,606000,0
2001,Virginia,439,398,0.91,398,1.00,0,0,7194672,7149150
2015,Alabama,475,377,0.79,38,0.10,1,0.00,4883134,648562
1992,Mississippi,215,110,0.51,0,0,0,0,2632233,0
1984,Mississippi,218,140,0.64,0,0,0,0,2614707,0
2011,Iowa,254,214,0.84,214,1.00,0,0,3088691,2932390
1987,North Carolina,701,397,0.57,0,0,0,0,6438075,0
2012,Illinois,1028,740,0.72,1,0.00,0,0,12934012,152293
1970,Rhode Island,49,41,0.84,0,0,0,0,952968,0
1964,Texas,566,417,0.74,0,0,0,0,10632278,0
1996,Ohio,602,351,0.58,0,0,0,0,11497672,0
2004,Massachusetts,413,342,0.83,247,0.72,0,0,6430871,4606329
1978,Ohio,520,450,0.87,0,0,0,0,10765260,0
1970,Connecticut,99,73,0.74,0,0,0,0,3161040,0
1983,Rhode Island,54,43,0.80,0,0,0,0,959553,0
1971,Florida,344,334,0.97,0,0,9,0.03,7052218,0
2002,South Carolina,488,396,0.81,395,1.00,2,0.01,4125577,4101434
2005,Guam,1,0,0,0,0,0,0,0,0
1994,Virginia,426,407,0.96,135,0.33,0,0,6559364,17189
1983,Nevada,36,29,0.81,0,0,0,0,896228,0
1971,South Carolina,130,71,0.55,0,0,0,0,2683742,0
1993,Utah,146,114,0.78,20,0.18,0,0,1927489,474618
2000,New York,938,634,0.68,0,0,1,0.00,20769343,0
1976,Colorado,179,158,0.88,0,0,0,0,2602973,0
2012,Delaware,71,56,0.79,56,1.00,1,0.02,933909,917092
2021,Kansas,473,343,0.73,343,1.00,2,0.01,3034446,2730508
1991,Mississippi,215,107,0.50,0,0,0,0,2610080,0
1966,Nebraska,139,120,0.86,0,0,0,0,1502015,0
1987,Michigan,776,651,0.84,0,0,1,0.00,9422447,0
1997,Utah,152,111,0.73,33,0.30,0,0,2134535,814947
1986,Rhode Island,54,44,0.81,0,0,0,0,979561,0
1973,Hawaii,14,4,0.29,0,0,0,0,865974,0
2020,US Virgin Islands,3,0,0,0,0,0,0,0,0
2015,Missouri,706,632,0.90,14,0.02,7,0.01,6136017,768291
1992,Delaware,63,50,0.79,0,0,0,0,707864,0
1968,Delaware,17,13,0.76,0,0,0,0,541987,0
1977,Alaska,23,22,0.96,0,0,0,0,446004,0
1972,Florida,346,333,0.96,0,0,0,0,7270420,0
1971,Washington,130,118,0.91,0,0,1,0.01,3470293,0
1993,Michigan,784,658,0.84,0,0,0,0,9711487,0
1973,District of Columbia,1,1,1.00,0,0,0,0,746000,0
2014,Alabama,475,374,0.79,31,0.08,0,0,4861676,484025
2015,North Carolina,595,410,0.69,0,0,0,0,10074032,0
2003,Maryland,178,149,0.84,0,0,0,0,5672192,0
1985,Mississippi,218,128,0.59,0,0,0,0,2629804,0
1961,Arkansas,141,104,0.74,0,0,0,0,1824258,0
1994,New York,1042,762,0.73,0,0,1,0.00,19755887,0
1993,Ohio,600,361,0.60,0,0,0,0,11392583,0
1999,Connecticut,118,100,0.85,32,0.32,0,0,3357532,725568
1982,Arizona,116,93,0.80,0,0,0,0,2872286,0
1961,Puerto Rico,1,0,0,0,0,0,0,2353297,0
1973,North Dakota,71,59,0.83,0,0,0,0,640000,0
1973,Nebraska,226,209,0.92,0,0,1,0.00,1560631,0
1996,Washington,261,228,0.87,0,0,0,0,5543217,0
2013,Connecticut,122,104,0.85,82,0.79,0,0,3687931,2618964
2009,Oklahoma,415,341,0.82,149,0.44,2,0.01,3746223,499354
1975,Colorado,146,127,0.87,0,0,0,0,2558434,0
1983,Montana,114,79,0.69,0,0,1,0.01,889228,0
1965,Kansas,199,181,0.91,0,0,0,0,2241683,0
2019,Missouri,711,575,0.81,86,0.15,3,0.01,6223206,1931421
1987,Canal Zone,0,0,0,0,0,0,0,0,0
1972,Virginia,272,213,0.78,0,0,0,0,4788230,0
1976,Rhode Island,51,41,0.80,0,0,0,0,939208,0
1979,Rhode Island,53,44,0.83,0,0,0,0,933358,0
2013,Virginia,447,418,0.94,418,1.00,0,0,8267614,8260405
1965,Nevada,28,26,0.93,0,0,0,0,393213,0
1972,District of Columbia,1,1,1.00,0,0,0,0,748000,0
1961,Alabama,174,135,0.78,0,0,0,0,3324840,0
1967,Vermont,43,27,0.63,0,0,0,0,417000,0
1986,West Virginia,370,345,0.93,0,0,0,0,1920946,0
1990,Hawaii,14,5,0.36,0,0,0,0,1159108,0
1998,Michigan,787,607,0.77,560,0.92,0,0,10082413,6464232
1982,Illinois,888,671,0.76,0,0,1,0.00,11553548,0
1983,Hawaii,17,5,0.29,0,0,0,0,1072227,0
1980,Texas,774,735,0.95,0,0,0,0,14302893,0
1961,Washington,115,107,0.93,0,0,0,0,2864810,0
2007,Canal Zone,0,0,0,0,0,0,0,0,0
2016,Alabama,478,375,0.78,39,0.10,0,0,4885591,682423
2019,Kansas,472,379,0.80,376,0.99,0,0,3007917,2614103
1992,California,824,761,0.92,0,0,1,0.00,31102927,0
2018,Puerto Rico,24,1,0.04,0,0,0,0,3195153,0
1995,Washington,255,227,0.89,0,0,0,0,5441876,0
2016,Maryland,194,154,0.79,1,0.01,0,0,6213545,1027318
1993,Hawaii,14,5,0.36,0,0,0,0,1225983,0
1997,Oklahoma,362,298,0.82,0,0,0,0,3365347,0
1960,Ohio,381,349,0.92,0,0,0,0,9712882,0
1995,Kentucky,559,471,0.84,0,0,0,0,3870874,0
1968,Wisconsin,210,188,0.90,0,0,0,0,4234273,0
1967,Arizona,53,46,0.87,0,0,0,0,1648432,0
1993,New York,1044,764,0.73,0,0,0,0,19791368,0
2007,Kentucky,466,346,0.74,22,0.06,0,0,4269523,339296
1985,Vermont,64,48,0.75,0,0,0,0,546603,0
1999,Canal Zone,0,0,0,0,0,0,0,0,0
1997,Canal Zone,0,0,0,0,0,0,0,0,0
2004,Pennsylvania,1533,920,0.60,0,0,3,0.00,12949082,0
1998,Wisconsin,367,3,0.01,0,0,0,0,5301409,0
2004,Missouri,628,592,0.94,0,0,10,0.02,5784134,0
1994,Oregon,279,204,0.73,0,0,2,0.01,3118829,0
1961,West Virginia,115,53,0.46,0,0,0,0,1860421,0
1999,Georgia,737,560,0.76,0,0,0,0,7845726,0
1993,Wyoming,76,66,0.87,0,0,0,0,474079,0
2019,Idaho,143,111,0.78,108,0.97,0,0,1856399,1785551
2005,Puerto Rico,1,0,0,0,0,0,0,0,0
1987,West Virginia,370,295,0.80,0,0,0,0,1945724,0
1983,Georgia,541,415,0.77,0,0,0,0,5764320,0
2002,Utah,153,114,0.75,43,0.38,1,0.01,2444864,1584840
1992,South Carolina,380,329,0.87,329,1.00,0,0,3656971,3599827
2013,New Jersey,616,574,0.93,0,0,0,0,8974455,0
1968,Alabama,174,94,0.54,0,0,0,0,3670070,0
1961,New Hampshire,35,35,1.00,0,0,0,0,606921,0
1993,South Dakota,117,77,0.66,0,0,0,0,723969,0
2009,US Virgin Islands,2,0,0,0,0,0,0,0,0
1996,New York,1044,756,0.72,0,0,0,0,19786862,0
2014,Arkansas,320,281,0.88,281,1.00,0,0,2996166,2907341
1983,Virginia,425,397,0.93,0,0,0,0,5552833,0
1973,Wisconsin,242,233,0.96,0,0,0,0,4589692,0
1975,Rhode Island,51,41,0.80,0,0,0,0,932931,0
2003,Massachusetts,438,334,0.76,233,0.70,0,0,6447698,4044543
2016,North Dakota,140,112,0.80,108,0.96,0,0,783900,757493
2010,Missouri,683,631,0.92,10,0.02,0,0,6031691,653576
1993,Virginia,425,406,0.96,0,0,1,0.00,6498299,0
1979,Maryland,179,167,0.93,0,0,1,0.01,4232039,0
1988,Delaware,61,53,0.87,0,0,0,0,679081,0
1965,Illinois,435,375,0.86,0,0,1,0.00,10638859,0
2015,District of Columbia,3,3,1.00,1,0.33,0,0,672228,0
